analysis_id	stratum_1	stratum_2	stratum_3	stratum_4	stratum_5	count_value	min_value	max_value	avg_value	stdev_value	median_value	p10_value	p25_value	p75_value	p90_value
716	40173590					40	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40165015					49	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19073183					79	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19059056					17	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213281					461	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1167323					15	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40220960					33	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40166825					62	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213160					394	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19106768					2764	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1539411					1640	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40223821					22	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40169281					1097	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19077572					34	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19112599					25	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19073188					36	0	0	0.00000000000000000000	0	0	0	0	0	0
716	46275916					17	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40231925					185	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40229134					135	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40162522					39	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19126352					1961	0	0	0.00000000000000000000	0	0	0	0	0	0
2000716	0.179984 secs					6									
717	1713671					266	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40173590					40	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19073183					79	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40165015					49	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19059056					17	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213281					461	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1167323					15	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40220960					33	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40166825					62	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213160					394	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19106768					2764	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1539411					1640	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40223821					22	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40169281					1097	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19077572					34	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19112599					25	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19073188					36	0	0	0.00000000000000000000	0	0	0	0	0	0
717	46275916					17	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40231925					185	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40229134					135	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40162522					39	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19126352					1961	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1551192					12	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40164493					7	0	0	0.00000000000000000000	0	0	0	0	0	0
717	42898298					112	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19132304					77	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19077344					57	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40222846					17	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19075001					24	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213227					879	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213251					193	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1718701					125	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40232448					29	0	0	0.00000000000000000000	0	0	0	0	0	0
717	42902245					13	0	0	0.00000000000000000000	0	0	0	0	0	0
717	46221626					24	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1545959					17	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1310034					17	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1594382					104	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40163924					3405	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19081453					5507	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19018935					946	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1127433					649	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19133768					22	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19133679					63	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40169216					3105	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1718758					38	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213299					186	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1115171					302	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19019851					6	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19133873					74	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19019308					16	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19125062					23	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213154					9555	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19128022					20	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1378388					393	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1107882					7	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19083100					9	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1539464					2376	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40169222					67	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19127918					112	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1351705					38	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1150771					16	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40221836					8	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19075601					1369	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19019979					92	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19128065					11	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1718412					13	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213216					181	0	0	0.00000000000000000000	0	0	0	0	0	0
717	42629347					24	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19127663					3184	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19127922					84	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1332419					1518	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213320					391	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213198					589	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19115351					26	0	0	0.00000000000000000000	0	0	0	0	0	0
717	957138					62	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40224174					3655	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19074679					21	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19009384					5581	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19127904					111	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19128263					80	0	0	0.00000000000000000000	0	0	0	0	0	0
717	964261					50	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19019273					16	0	0	0.00000000000000000000	0	0	0	0	0	0
717	44816277					37	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213230					127	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40243436					17	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40174880					12	0	0	0.00000000000000000000	0	0	0	0	0	0
717	0					9205	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213260					322	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19030765					5650	0	0	0.00000000000000000000	0	0	0	0	0	0
717	35605881					24	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40236824					63	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40220871					18	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40162603					6	0	0	0.00000000000000000000	0	0	0	0	0	0
717	35606514					8	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213296					295	0	0	0.00000000000000000000	0	0	0	0	0	0
717	45892894					8	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213314					285	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213306					291	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19128009					98	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40224805					81	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1519937					126	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19129144					77	0	0	0.00000000000000000000	0	0	0	0	0	0
717	43012433					61	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213201					107	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19008572					46	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19078461					189	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40228230					14	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1150837					11	0	0	0.00000000000000000000	0	0	0	0	0	0
717	35603924					18	0	0	0.00000000000000000000	0	0	0	0	0	0
717	19133905					87	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40221415					107	0	0	0.00000000000000000000	0	0	0	0	0	0
717	35603224					48	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40163554					946	0	0	0.00000000000000000000	0	0	0	0	0	0
717	920300					63	0	0	0.00000000000000000000	0	0	0	0	0	0
717	734356					6	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40213180					425	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1127078					122	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40171902					918	0	0	0.00000000000000000000	0	0	0	0	0	0
717	920334					8	0	0	0.00000000000000000000	0	0	0	0	0	0
717	35604087					369	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40223834					6	0	0	0.00000000000000000000	0	0	0	0	0	0
717	1154615					3105	0	0	0.00000000000000000000	0	0	0	0	0	0
717	40224132					30	0	0	0.00000000000000000000	0	0	0	0	0	0
2000717	0.309959 secs					6									
803						1160	1	13	1.9698275862068966	1.7077057164742186	1	1	1	2	3
2000803	0.197003 secs					6									
806	45766064	8532				21	0	79	10.1904761904762	19.309632434666	0	0	0	12	32
806	4323208	8507				29	5	79	27.9310344827586	18.6335546690885	22	5	16	40	54
806	439406	8532				34	0	26	1.97058823529412	4.42092335150219	1	0	1	1	4
806	4102123	8507				10	0	25	3.6	7.54541803569115	1	0	1	2	2
806	4048169	8532				31	0	6	1.32258064516129	1.351224056777	1	0	1	1	2
806	4302207	8532				29	0	6	1.24137931034483	1.21464787412982	1	0	1	1	2
806	439406	8507				38	0	31	2.52631578947368	6.18077595979254	1	0	1	1	2
806	4324181	8532				23	1	58	25.3478260869565	17.3299758580647	19	8	12	41	53
806	438614	8507				13	1	2	1.30769230769231	0.480384461415261	1	1	1	2	2
806	438614	8532				10	0	2	1	0.471404520791032	1	0	1	1	1
806	4060985	8532				192	9	54	33.0104166666667	9.86558330038795	34	18	28	40	44
806	4174876	8532				10	0	2	1	0.471404520791032	1	0	1	1	1
806	0	8507				574	0	81	20.8519163763066	15.1090516940168	18	2	8	31	43
806	4324181	8507				25	2	93	38.88	23.2689349419636	31	13	22	55	69
806	4038238	8507				8	53	81	68.875	9.06228448019593	68	53	63	76	81
806	4169137	8532				8	0	1	0.5	0.534522483824849	0	0	0	1	1
806	4102123	8532				7	1	6	2.14285714285714	2.03540097839643	1	1	1	4	6
806	4169137	8507				9	0	2	0.888888888888889	0.600925212577332	1	0	1	1	2
806	42709996	8507				13	25	52	35.1538461538462	7.95661311788454	33	28	30	42	44
806	4139681	8507				7	0	2	1	0.577350269189626	1	0	1	1	2
806	4306014	8532				25	0	24	2.12	4.73743953347516	1	0	1	1	4
806	4174876	8507				21	0	22	2.28571428571429	4.62755720810513	1	1	1	2	2
806	433644	8532				16	0	2	1.0625	0.57373048260195	1	0	1	1	2
806	4060985	8507				190	7	52	34.1157894736842	10.6133221244006	37	19	25	42	46
806	4306014	8507				33	0	25	2.66666666666667	5.84522597225006	1	0	1	1	4
806	4219399	8507				12	0	2	1	0.603022689155527	1	0	1	1	2
806	4139681	8532				11	1	2	1.09090909090909	0.301511344577764	1	1	1	1	1
806	4219399	8532				10	0	2	1	0.666666666666667	1	0	1	1	2
806	4240902	8532				11	0	2	1	0.447213595499958	1	1	1	1	1
806	4163874	8507				23	28	101	63.8260869565217	19.7798156391653	68	37	46	77	88
806	4323208	8532				27	1	72	24.6666666666667	18.7206180042631	24	2	11	35	54
806	4304110	8532				35	0	24	2	4.02930442106911	1	0	1	2	4
806	4240902	8507				18	0	2	1.05555555555556	0.416176181897865	1	1	1	1	2
806	45766064	8507				21	0	58	13.2857142857143	15.7198691379504	9	0	1	16	35
806	4048169	8507				27	0	5	1.14814814814815	0.948833441803618	1	0	1	1	2
806	433644	8507				22	0	2	1.09090909090909	0.610159300752166	1	0	1	1	2
806	0	8532				584	0	65	17.3287671232877	12.3634827696772	18	1	7	23	34
806	4302207	8507				31	0	5	1.25806451612903	1.03175390914319	1	0	1	1	2
806	4304110	8507				39	0	31	2.53846153846154	6.09506337709873	1	0	1	2	2
806	442116	8507				11	0	2	1	0.632455532033676	1	0	1	1	2
2000806	0.228016 secs					6									
2000815	0.116985 secs					6									
903						1121	1	21	5.7627118644067797	3.4768213823749225	5	2	3	8	11
2000903	0.070035 secs					6									
906	701322	8507				12	58	87	77.8333333333333	8.67423911605071	81	70	72	84	85
906	701322	8532				13	48	90	75.5384615384615	12.5140946177726	81	52	74	82	87
906	715997	8532				9	48	87	75.2222222222222	11.432167093095	78	48	74	82	87
906	718583	8507				14	22	52	34.7857142857143	9.58507310215349	31	25	28	42	51
906	723013	8507				9	0	58	14.3333333333333	17.6776695296637	10	0	3	17	58
906	723013	8532				6	1	83	17.1666666666667	32.461772389484	3	1	1	11	83
906	738818	8507				64	2	102	44.015625	24.5204755304235	42	11	24	64	76
906	738818	8532				58	3	83	33.0689655172414	20.0777978705864	29	10	14	48	58
906	739138	8507				8	24	44	34.625	8.51783842465748	30	24	24	41	44
906	740275	8507				8	0	59	16.75	18.0930136477355	11	0	5	17	59
906	740275	8532				7	0	79	20.7142857142857	29.3070769935311	7	0	1	41	79
906	757627	8507				17	58	91	77.3529411764706	7.91313130554672	80	69	71	82	85
906	757627	8532				17	47	89	73	11.8004237212059	76	50	70	80	86
906	914335	8507				9	11	93	53.7777777777778	25.4596630858392	55	11	44	69	93
906	914335	8532				8	1	58	25.75	20.2043135422683	16	1	11	41	58
906	920293	8532				46	21	60	37.3695652173913	10.3373297554751	38	23	28	46	52
906	933724	8532				46	21	60	37.3695652173913	10.3373297554751	38	23	28	46	52
906	956874	8507				41	52	93	72.2926829268293	9.71659380245728	70	63	65	79	86
906	956874	8532				21	52	95	72.7142857142857	13.8605297775477	73	55	63	85	89
906	974166	8507				131	18	50	20.4580152671756	6.81430570083119	18	18	18	19	29
906	974166	8532				128	18	49	19.515625	5.41648747937012	18	18	18	18	19
906	975125	8507				19	3	34	23.3157894736842	8.07638967456614	25	10	18	29	32
906	975125	8532				23	5	30	22	7.00649049745371	24	11	19	26	29
906	1102527	8507				21	22	87	55.2857142857143	21.1710719075413	56	24	38	72	76
906	1102527	8532				24	12	88	38.25	22.3611658714485	34	13	18	45	76
906	1107830	8507				14	0	25	4.78571428571429	7.54655878202439	2	0	1	5	19
906	1107830	8532				16	1	28	8.625	10.9232168643979	1	1	1	18	26
906	1112807	8507				10	11	80	47	23.4236347876812	50	11	22	62	71
906	1115008	8507				149	12	100	43.9060402684564	18.191304086011	43	17	32	55	66
906	1115008	8532				130	12	95	43.7	19.0737654156641	43	16	32	55	66
906	1119510	8507				64	2	102	44.015625	24.5204755304235	42	11	24	64	76
906	1119510	8532				58	3	83	33.0689655172414	20.0777978705864	29	10	14	48	58
906	1124957	8507				39	13	98	45.4358974358974	26.7136815644352	42	14	18	70	80
906	1124957	8532				40	13	96	40.025	23.35839771024	34	14	18	53	71
906	1125315	8507				356	0	104	40.5337078651685	25.4388300015313	40	5	18	60	75
906	1125315	8532				337	0	100	34.5430267062315	23.5639723307056	32	4	14	51	68
906	1129625	8507				14	0	22	3.64285714285714	5.56924442958679	2	0	1	4	5
906	1129625	8532				15	1	25	6.2	6.97137002317335	4	2	3	5	21
906	1137529	8507				25	22	97	43.6	17.3493515728975	39	28	34	46	68
906	1137529	8532				26	21	70	38.4615384615385	12.8941250784402	37	22	31	44	60
906	1149196	8507				8	0	34	8.125	13.4210655314695	1	0	1	2	34
906	1149196	8532				11	0	30	8.27272727272727	12.1333499833386	1	0	1	25	26
906	1149380	8507				59	2	97	20.7796610169492	22.8398229027271	4	2	3	37	48
906	1149380	8532				58	2	68	16.448275862069	18.2191073921907	4	2	3	32	44
906	1150770	8507				10	0	28	4.6	8.31598193574009	2	0	1	3	4
906	1150770	8532				6	1	30	9.83333333333333	13.437509689919	1	1	1	24	30
906	1150836	8507				6	1	27	6	10.3537432844358	1	1	1	4	27
906	1153428	8507				14	0	32	8.85714285714286	13.1550349697348	1	1	1	25	31
906	1153428	8532				14	0	28	5.21428571428571	8.16350764946399	1	0	1	5	19
906	1154343	8507				34	2	19	4	3.65148371670111	3	2	2	4	4
906	1154343	8532				35	2	4	3.05714285714286	0.838165263181051	3	2	2	4	4
906	1167322	8507				6	39	85	58.8333333333333	16.65432876662	50	39	48	69	85
906	1174888	8507				46	12	101	48.6304347826087	25.5937133736238	48	14	26	68	86
906	1174888	8532				39	13	85	44.8717948717949	24.4639148728118	44	15	17	69	78
906	1177480	8507				125	0	98	36.192	28.9539946544792	32	2	7	61	76
906	1177480	8532				115	0	107	31.6434782608696	25.193702674721	28	2	8	49	66
906	1192710	8507				15	1	30	6.86666666666667	10.0560334885983	3	1	1	4	25
906	1192710	8532				13	0	5	2.38461538461538	1.38675049056307	3	1	1	3	4
906	1307046	8507				41	52	93	72.2926829268293	9.71659380245728	70	63	65	79	86
906	1307046	8532				21	52	95	72.7142857142857	13.8605297775477	73	55	63	85	89
906	1307863	8507				24	46	98	67.625	13.9434026787176	66	51	56	75	85
906	1307863	8532				12	52	82	65.6666666666667	11.3003083894631	64	53	54	76	80
906	1308738	8507				29	0	78	31.2413793103448	13.6529828567496	31	18	22	37	43
906	1308738	8532				21	0	60	28.7619047619048	11.7596971130415	28	18	23	34	40
906	1309944	8507				9	11	93	53.7777777777778	25.4596630858392	55	11	44	69	93
906	1309944	8532				8	1	58	25.75	20.2043135422683	16	1	11	41	58
906	1310149	8507				24	46	98	66.5833333333333	14.7763520433883	65	48	52	75	85
906	1310149	8532				12	52	82	65.6666666666667	11.3003083894631	64	53	54	76	80
906	1314002	8507				46	18	51	19.4782608695652	5.5004611137402	18	18	18	18	19
906	1314002	8532				48	18	25	18.3541666666667	1.06170443724077	18	18	18	18	19
906	1315942	8507				38	60	87	67.3421052631579	6.92928105856735	65	61	63	70	77
906	1318011	8507				11	51	81	61.9090909090909	10.1138968301496	57	52	56	71	77
906	1318011	8532				7	51	71	61	7.04745817062199	60	51	55	67	71
906	1322184	8507				55	6	97	61.6363636363636	19.5318956963975	66	32	49	78	85
906	1322184	8532				29	5	99	57.9655172413793	23.6484411425554	55	30	41	77	89
906	1326303	8507				24	46	98	66.5833333333333	14.7763520433883	65	48	52	75	85
906	1326303	8532				12	52	82	65.6666666666667	11.3003083894631	64	53	54	76	80
906	1332418	8507				79	5	97	40.4556962025316	24.6466294925375	31	18	18	63	79
906	1332418	8532				62	5	99	27.0161290322581	19.4131035140869	18	18	18	29	48
906	1343916	8507				63	0	93	12.5555555555556	21.3524779688959	1	0	1	24	44
906	1343916	8532				57	0	58	9.36842105263158	13.3465238638426	2	1	1	18	28
906	1347450	8507				16	47	90	71.25	14.2103248848622	70	49	59	85	89
906	1347450	8532				14	41	103	68.1428571428571	19.1144614719494	65	48	51	83	89
906	1351541	8507				38	60	87	67.3421052631579	6.92928105856735	65	61	63	70	77
906	1361711	8507				59	2	97	55.9491525423729	20.1061182392013	59	28	38	71	78
906	1361711	8532				19	5	99	47.6842105263158	28.6551384408508	40	6	24	75	88
906	1378382	8507				9	53	81	68.4444444444444	8.57483397960437	68	53	64	76	81
906	1378382	8532				6	50	79	60.5	10.4833200847823	60	50	51	63	79
906	1388796	8507				11	51	81	61.9090909090909	10.1138968301496	57	52	56	71	77
906	1388796	8532				7	51	71	61	7.04745817062199	60	51	55	67	71
906	1395058	8507				46	18	51	19.4782608695652	5.5004611137402	18	18	18	18	19
906	1395058	8532				48	18	25	18.3541666666667	1.06170443724077	18	18	18	18	19
906	1396131	8507				29	15	56	35.6551724137931	9.92570926601709	34	22	28	43	48
906	1396131	8532				28	10	51	28.2142857142857	11.0398508539883	24	16	21	37	44
906	1397599	8507				8	53	81	68.875	9.06228448019593	68	53	63	76	81
906	1436678	8532				6	50	83	67	13.2966161108757	67	50	54	80	83
906	1500211	8532				94	14	50	32.0212765957447	10.8300445529761	31	17	23	42	48
906	1501700	8532				9	53	68	58.4444444444444	4.8762462794426	58	53	54	61	68
906	1503184	8532				8	19	47	34.5	10.8232553856433	31	19	25	46	47
906	1503297	8507				27	23	54	40.5185185185185	7.95840325292595	41	28	35	47	50
906	1503297	8532				21	22	51	39.8095238095238	8.50658008613948	42	28	36	47	49
906	1512674	8532				86	14	50	27.9883720930233	11.5070251545296	24	16	18	39	45
906	1515774	8532				81	14	50	30.5185185185185	10.8893423941842	30	15	22	41	45
906	1518198	8532				37	15	50	33.4054054054054	10.8101276060396	35	18	23	43	46
906	1519936	8532				128	14	49	33.59375	10.0466921731507	34	19	26	43	47
906	1521369	8532				155	14	50	31.8193548387097	10.7010564885283	33	17	23	41	47
906	1539403	8507				111	5	97	53.018018018018	13.8649210612984	51	40	45	64	71
906	1539403	8532				70	5	88	50.8285714285714	14.0825428251563	49	40	42	57	71
906	1545958	8507				14	35	101	67.7857142857143	21.7297335161138	68	37	49	86	94
906	1548195	8532				83	14	50	28.7590361445783	12.0026321924592	25	15	18	41	47
906	1549786	8532				239	14	50	28.6066945606695	11.4559861583408	27	15	18	39	45
906	1551099	8507				7	0	44	13.5714285714286	15.6403020309407	8	0	1	24	44
906	1557272	8507				20	60	91	71.7	12.4100977560932	70	60	60	80	90
906	1557272	8532				20	60	90	73.7	9.32512170091319	71	60	69	80	81
906	1589505	8532				200	14	50	30.53	11.0952522781403	29	16	21	39	47
906	1595799	8532				13	18	49	32.4615384615385	9.85406332953894	34	21	23	38	44
906	1596977	8507				26	29	71	46.7692307692308	10.9226652143429	45	30	38	55	61
906	1596977	8532				14	34	75	46.3571428571429	11.8426032926571	43	35	37	56	58
906	1713332	8507				147	0	90	32.8707482993197	25.3677802628375	29	2	8	53	69
906	1713332	8532				160	0	102	35.2875	25.6934975744849	33	2	11	56	67
906	1729720	8507				65	1	101	38.2923076923077	24.8732556404232	41	4	15	56	70
906	1729720	8532				86	0	109	24.3023255813953	21.1321164928935	14	4	8	40	54
906	1759842	8507				113	1	90	39.5221238938053	23.4810323700447	38	8	18	59	71
906	1759842	8532				115	0	102	40.8521739130435	24.4957008323447	43	8	20	59	69
906	1778162	8507				13	1	68	20.6923076923077	25.8759367475673	3	1	2	37	65
906	1778162	8532				8	0	53	15.375	22.2385604621471	2	0	1	15	53
906	19054876	8532				83	14	50	28.7590361445783	12.0026321924592	25	15	18	41	47
906	19127890	8532				218	14	50	27.8211009174312	11.5027592233402	25	14	17	39	45
906	40226742	8507				38	18	51	21.0263157894737	7.39425212162274	18	18	18	19	29
906	40226742	8532				46	18	42	19.0217391304348	3.83254560274258	18	18	18	19	19
906	46221581	8507				26	29	71	46.7692307692308	10.9226652143429	45	30	38	55	61
906	46221581	8532				14	34	75	46.3571428571429	11.8426032926571	43	35	37	56	58
2000906	0.346003 secs					6									
907	1150770					16	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1545958					17	0	1	0.05882352941176470588	0.24253562503633297351	0	0	0	0	0
907	1347450					33	0	0	0.00000000000000000000	0	0	0	0	0	0
907	975125					46	0	21	5.0217391304347826	8.3039191026748398	0	0	0	14	21
907	19054876					99	0	1080	340.1919191919191919	158.097017279928	360	0	360	360	360
907	974166					274	0	32277	10458.638686131387	8079.535246496362	9646	30	3710	16478	22170
907	1149380					117	152	31497	9989.9487179487179487	7869.149996649020	8124	1113	3672	15173	22216
907	1101554					7	14	21	18.0000000000000000	3.7416573867739414	21	14	14	21	21
907	1309944					17	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1351541					38	0	0	0.00000000000000000000	0	0	0	0	0	0
907	920293					63	7	14	7.8888888888888889	2.3494070021281424	7	7	7	7	14
907	1521369					215	0	1080	366.7581395348837209	189.903657611149	360	0	360	360	720
907	1129625					29	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1589505					299	0	1095	342.6454849498327759	169.210051954859	360	0	360	364	369
907	1107830					30	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1396131					57	0	0	0.00000000000000000000	0	0	0	0	0	0
907	701322					25	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1515774					95	0	1080	348.2315789473684211	143.371742121555	360	359	360	360	360
907	933724					63	7	14	7.8888888888888889	2.3494070021281424	7	7	7	7	14
907	1310149					36	0	15953	4549.1388888888888889	3982.348970521779	3941	399	1197	5936	9645
907	1307046					62	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1729720					161	0	13	9.7701863354037267	2.2451293036397952	10	7	8	12	13
907	1549786					419	0	1440	417.9976133651551313	218.993352664040	360	360	360	360	720
907	757627					34	0	2190	434.1764705882352941	411.114116030193	360	0	300	540	720
907	1378382					220	0	148	22.0818181818181818	32.7113100455835924	0	0	0	30	59
907	46221581					40	0	27146	8501.0250000000000000	5850.676776489086	7056	1589	4753	11305	17248
907	1539403					181	0	24455	5550.7458563535911602	4331.580103219579	5110	730	1825	8162	10220
907	1314002					94	60	30021	9606.8404255319148936	7569.647620813960	9245	60	2938	15181	20025
907	1124957					220	0	19671	444.2318181818181818	2470.741327733849	41	7	14	79	148
907	739138					9	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1153428					28	0	0	0.00000000000000000000	0	0	0	0	0	0
907	19127890					350	0	1440	402.5142857142857143	228.353590423967	360	133	360	360	720
907	1500211					107	0	720	333.3457943925233645	133.402222181976	360	31	360	360	360
907	1512674					102	0	720	357.7745098039215686	135.9026957427753465	360	360	360	360	360
907	1595799					13	360	360	360.0000000000000000	0	360	360	360	360	360
907	956874					110	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1119510					135	0	14	10.4222222222222222	3.7145672628515904	14	7	7	14	14
907	1322184					93	0	8162	2097.3010752688172043	2506.123356487787	1036	0	0	3710	6342
907	1307863					36	0	13727	4291.1388888888888889	3479.992907651047	3941	399	1197	5936	8574
907	1102527					49	0	12057	374.8163265306122449	1771.195955109021	36	19	25	56	110
907	914335					17	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1177480					280	13	90	28.9964285714285714	20.0305319305654729	21	14	14	35	60
907	738818					135	0	14	10.4222222222222222	3.7145672628515904	14	7	7	14	14
907	1361711					81	0	15134	3912.0246913580246914	3260.393105038519	3430	385	1547	4823	8533
907	740275					21	0	455	128.0000000000000000	113.307987361880	154	0	0	175	210
907	1332418					141	0	28477	8258.5602836879432624	6842.402042065965	6678	1113	2507	12153	17718
907	1308738					50	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1150836					11	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1436678					6	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1343916					121	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1501700					12	0	0	0.00000000000000000000	0	0	0	0	0	0
907	1149196					19	0	0	0.00000000000000000000	0	0	0	0	0	0
